Player,Team,Minutes,Goals,Assists,Goals + Assists,Non Pen Goals,Pens Scored,Pens Attempted,Prog Carries,Prog Passes,Prog Passes Received,Yellows,Reds,xG,Non Pen xG,xAG,Non Pen xG + xA,Shots,Shots on Target,Non Pen xG per Shot,Goals minus xG,Non Pen Goals minus Non Pen xG,Short Pass,Short Pass Attempted,Medium Pass,Medium Pass Attempted,Long Pass,Long Pass Attempted,xA,Assists minus xAG,Key Passes,Pass into final third,Pass into Pen Area,Cross into Pen Area,Shot Creation Actions,Goal Creation Actions,Tackles,Tackles in Def 3rd,Tackles Won,Dribblers Tackled,Dribbles Challenged,Blocked Shots,Blocked Passes,Interceptions,Clearances,Errors,Touches in Attacking Third,Touches in Pen Area,Take Ons Attempted,Take Ons Won,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Points Per Match,Goals whilst on Pitch,Goals Conceded whilst on Pitch,xG whilst on Pitch,xG Conceded whilst on Pitch,Net Goals On or Off Pitch per 90,Net xG On or Off Pitch per 90,Fouls Comitted,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Recoveries,Aerial Duels Won,Aerial Duels Lost,year
Manuel Akanji,Manchester City,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,158.0,7.0,3.0,0.0,1.6,1.6,0.4,1.9,15.0,2.0,0.1,-1.6,-1.6,776.0,812.0,757.0,795.0,84.0,113.0,1.3,-0.4,9.0,177.0,11.0,2.0,37.0,3.0,19.0,12.0,12.0,11.0,17.0,8.0,3.0,9.0,64.0,3.0,405.0,19.0,2.0,2.0,1254.0,64.0,0.0,5.0,5.0,2.04,46.0,28.0,43.7,29.1,0.16,0.28,17.0,9.0,0.0,0.0,0.0,0.0,103.0,30.0,33.0,2024-2025
Manuel Ugarte,Manchester Utd,1785.0,1.0,2.0,3.0,1.0,0.0,0.0,16.0,61.0,20.0,11.0,0.0,1.0,1.0,1.1,2.1,19.0,4.0,0.05,0.0,0.0,410.0,457.0,310.0,333.0,62.0,83.0,0.7,0.9,10.0,59.0,9.0,3.0,31.0,4.0,77.0,34.0,49.0,30.0,68.0,4.0,29.0,27.0,17.0,2.0,211.0,16.0,32.0,18.0,668.0,16.0,1.0,32.0,25.0,1.17,24.0,33.0,21.0,28.8,-0.4,-0.76,41.0,33.0,0.0,0.0,0.0,1.0,122.0,18.0,18.0,2024-2025
Marc Cucurella,Chelsea,2988.0,5.0,1.0,6.0,5.0,0.0,0.0,35.0,118.0,117.0,10.0,0.0,2.8,2.8,2.1,4.9,24.0,11.0,0.12,2.2,2.2,841.0,895.0,737.0,824.0,69.0,123.0,2.4,-1.1,19.0,121.0,12.0,3.0,51.0,5.0,67.0,31.0,45.0,32.0,61.0,16.0,33.0,28.0,95.0,3.0,532.0,75.0,15.0,4.0,944.0,22.0,2.0,28.0,7.0,1.89,60.0,38.0,61.9,40.1,0.87,0.92,37.0,38.0,3.0,0.0,0.0,0.0,130.0,32.0,57.0,2024-2025
Marc Guiu,Chelsea,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,1.0,0.0,12.0,0.0,0.0,2.0,0.0,1.33,2.0,2.0,0.8,1.5,-0.56,-1.32,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2024-2025
Marc Guéhi,Crystal Palace,3059.0,3.0,2.0,5.0,3.0,0.0,0.0,22.0,134.0,10.0,9.0,0.0,2.0,2.0,1.8,3.7,15.0,7.0,0.13,1.0,1.0,549.0,605.0,760.0,854.0,152.0,274.0,2.0,0.2,16.0,133.0,11.0,3.0,44.0,5.0,61.0,36.0,34.0,31.0,47.0,23.0,32.0,28.0,163.0,2.0,148.0,39.0,15.0,12.0,1142.0,17.0,1.0,16.0,18.0,1.35,42.0,42.0,53.2,40.6,0.0,0.67,24.0,27.0,1.0,0.0,0.0,3.0,146.0,68.0,58.0,2024-2025
Marco Asensio,Aston Villa,743.0,3.0,1.0,4.0,3.0,0.0,2.0,22.0,45.0,38.0,2.0,0.0,4.4,2.9,1.0,3.8,22.0,9.0,0.13,-1.4,0.1,138.0,152.0,84.0,103.0,11.0,33.0,1.2,0.0,16.0,20.0,11.0,2.0,35.0,3.0,7.0,0.0,5.0,3.0,9.0,1.0,6.0,2.0,3.0,0.0,200.0,30.0,19.0,12.0,242.0,21.0,5.0,9.0,8.0,2.0,18.0,8.0,14.1,11.1,1.31,0.26,11.0,8.0,2.0,0.0,0.0,0.0,28.0,0.0,1.0,2024-2025
Marcos Senesi,Bournemouth,1106.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,62.0,7.0,5.0,0.0,0.8,0.8,0.2,1.1,3.0,0.0,0.28,-0.8,-0.8,199.0,228.0,267.0,311.0,89.0,180.0,0.5,-0.2,3.0,79.0,13.0,3.0,16.0,1.0,39.0,23.0,21.0,14.0,31.0,7.0,9.0,14.0,58.0,0.0,82.0,16.0,10.0,6.0,554.0,16.0,0.0,7.0,6.0,1.47,19.0,17.0,23.3,14.4,-0.23,0.46,22.0,8.0,0.0,0.0,0.0,0.0,71.0,32.0,29.0,2024-2025
Marcus Harness,Ipswich Town,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.0,11.0,0.0,1.0,0.0,1.0,0.1,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,13.0,3.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,1.3,-2.83,-1.38,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2024-2025
Marcus Rashford,Aston Villa,444.0,2.0,2.0,4.0,1.0,1.0,1.0,22.0,13.0,42.0,0.0,0.0,3.1,2.3,2.3,4.5,18.0,5.0,0.13,-1.1,-1.3,67.0,77.0,36.0,47.0,9.0,25.0,2.1,-0.3,13.0,2.0,9.0,2.0,27.0,3.0,10.0,2.0,7.0,4.0,6.0,0.0,2.0,1.0,3.0,0.0,159.0,30.0,22.0,9.0,127.0,10.0,15.0,8.0,1.0,2.0,7.0,6.0,8.9,6.9,0.02,0.29,1.0,3.0,1.0,0.0,0.0,0.0,14.0,1.0,8.0,2024-2025
Marcus Tavernier,Bournemouth,1939.0,3.0,5.0,8.0,3.0,0.0,0.0,53.0,128.0,129.0,6.0,0.0,5.5,5.5,4.0,9.5,57.0,17.0,0.1,-2.5,-2.5,334.0,387.0,280.0,352.0,60.0,127.0,3.6,1.0,43.0,80.0,40.0,14.0,98.0,11.0,43.0,15.0,24.0,10.0,27.0,3.0,13.0,5.0,11.0,0.0,622.0,58.0,65.0,28.0,705.0,51.0,9.0,46.0,47.0,1.45,29.0,29.0,36.1,25.3,-0.73,0.22,34.0,28.0,4.0,0.0,0.0,0.0,119.0,26.0,33.0,2024-2025
Mario Lemina,Wolves,1364.0,1.0,3.0,4.0,1.0,0.0,0.0,8.0,48.0,21.0,4.0,0.0,1.4,1.4,1.1,2.5,18.0,5.0,0.08,-0.4,-0.4,176.0,207.0,249.0,284.0,58.0,95.0,1.2,1.9,10.0,43.0,13.0,4.0,26.0,5.0,51.0,27.0,31.0,20.0,29.0,7.0,5.0,27.0,50.0,3.0,119.0,18.0,16.0,10.0,382.0,12.0,2.0,21.0,11.0,0.53,22.0,39.0,15.3,27.2,-1.21,-0.67,17.0,8.0,4.0,0.0,1.0,0.0,73.0,25.0,16.0,2024-2025
Mark Flekken,Brentford,3275.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,0.0,0.0,154.0,157.0,678.0,695.0,422.0,858.0,0.1,1.5,3.0,50.0,2.0,0.0,10.0,2.0,4.0,4.0,4.0,3.0,9.0,0.0,2.0,0.0,26.0,4.0,0.0,0.0,1.0,1.0,1122.0,0.0,0.0,3.0,0.0,1.51,66.0,55.0,55.9,54.0,1.54,-0.97,0.0,3.0,0.0,0.0,0.0,0.0,39.0,4.0,0.0,2024-2025
Mark Travers,Bournemouth,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,6.0,51.0,53.0,43.0,83.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,1.6,6.0,5.0,7.0,7.3,-0.13,-0.53,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2024-2025
Marshall Munetsi,Wolves,1078.0,2.0,1.0,3.0,2.0,0.0,0.0,9.0,10.0,35.0,0.0,0.0,3.3,3.3,1.8,5.1,22.0,7.0,0.15,-1.3,-1.3,95.0,122.0,43.0,57.0,3.0,6.0,1.1,-0.8,9.0,7.0,3.0,2.0,21.0,1.0,24.0,7.0,10.0,13.0,23.0,1.0,13.0,6.0,18.0,0.0,128.0,36.0,11.0,3.0,148.0,4.0,4.0,32.0,12.0,1.64,18.0,11.0,16.1,14.6,1.43,0.74,19.0,10.0,3.0,0.0,0.0,0.0,35.0,29.0,23.0,2024-2025
Martial Godo,Fulham,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,,0.0,0.0,6.0,8.0,5.0,5.0,1.0,2.0,0.1,-0.1,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,7.0,4.0,1.0,18.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.3,0.1,0.0,0.44,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2024-2025
Martin Dúbravka,Newcastle Utd,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,58.0,58.0,161.0,161.0,45.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,2.1,23.0,12.0,20.2,10.8,0.74,0.62,0.0,1.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,2024-2025
Martin Ødegaard,Arsenal,2325.0,3.0,8.0,11.0,2.0,1.0,1.0,92.0,258.0,154.0,4.0,0.0,4.8,4.0,5.4,9.5,48.0,15.0,0.08,-1.8,-2.0,678.0,749.0,449.0,517.0,80.0,146.0,6.7,2.6,63.0,132.0,86.0,5.0,124.0,18.0,19.0,9.0,11.0,4.0,25.0,0.0,5.0,6.0,6.0,1.0,875.0,115.0,59.0,25.0,1174.0,85.0,26.0,38.0,40.0,2.0,50.0,21.0,41.1,21.7,0.63,0.25,12.0,23.0,1.0,0.0,0.0,0.0,97.0,8.0,7.0,2024-2025
Mason Holgate,Everton,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,-14.97,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-2025
Mason Mount,Manchester Utd,622.0,1.0,0.0,1.0,1.0,0.0,0.0,15.0,33.0,41.0,3.0,0.0,3.2,3.2,0.6,3.8,20.0,9.0,0.17,-2.2,-2.2,120.0,138.0,58.0,71.0,13.0,18.0,0.6,-0.6,8.0,19.0,8.0,2.0,22.0,0.0,15.0,5.0,5.0,9.0,12.0,1.0,10.0,4.0,4.0,0.0,137.0,31.0,10.0,1.0,215.0,11.0,2.0,16.0,9.0,0.88,2.0,11.0,9.8,8.1,-1.27,0.34,16.0,9.0,1.0,0.0,0.0,0.0,18.0,4.0,8.0,2024-2025
Massimo Luongo,Ipswich Town,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,30.0,34.0,15.0,20.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,6.0,5.0,8.0,2.0,2.0,2.0,2.0,0.0,20.0,2.0,0.0,0.0,46.0,0.0,0.0,2.0,3.0,0.55,1.0,6.0,1.0,6.7,-1.09,-1.61,1.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,2024-2025
Mateo Kovačić,Manchester City,2198.0,6.0,2.0,8.0,6.0,0.0,0.0,56.0,164.0,16.0,5.0,0.0,1.9,1.9,3.6,5.5,45.0,12.0,0.04,4.1,4.1,919.0,967.0,735.0,770.0,69.0,105.0,3.2,-1.6,33.0,206.0,30.0,0.0,73.0,8.0,69.0,23.0,38.0,31.0,65.0,0.0,20.0,24.0,21.0,1.0,627.0,17.0,41.0,22.0,1445.0,78.0,3.0,19.0,29.0,1.94,50.0,28.0,45.2,31.1,0.46,0.12,24.0,26.0,0.0,0.0,0.0,0.0,114.0,10.0,9.0,2024-2025
Mateus Fernandes,Southampton,2909.0,2.0,4.0,6.0,2.0,0.0,0.0,76.0,145.0,108.0,8.0,0.0,4.0,4.0,3.0,7.0,42.0,14.0,0.1,-2.0,-2.0,510.0,580.0,415.0,483.0,110.0,196.0,3.6,1.0,34.0,98.0,27.0,6.0,78.0,7.0,89.0,45.0,48.0,33.0,72.0,8.0,35.0,28.0,35.0,7.0,547.0,49.0,109.0,49.0,897.0,70.0,9.0,58.0,36.0,0.33,25.0,66.0,27.4,69.2,2.08,0.55,46.0,55.0,4.0,0.0,0.0,0.0,179.0,15.0,9.0,2024-2025
Mateus Mane,Wolves,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-2025
Matheus Cunha,Wolves,2597.0,15.0,6.0,21.0,15.0,0.0,0.0,112.0,144.0,161.0,4.0,0.0,8.6,8.6,7.7,16.4,110.0,44.0,0.08,6.4,6.4,460.0,539.0,228.0,300.0,87.0,197.0,5.3,-1.7,56.0,92.0,58.0,10.0,132.0,16.0,38.0,17.0,22.0,13.0,39.0,1.0,20.0,17.0,23.0,0.0,733.0,133.0,137.0,61.0,904.0,95.0,41.0,80.0,55.0,0.97,41.0,54.0,32.6,44.5,-0.23,-0.14,42.0,71.0,8.0,0.0,1.0,0.0,125.0,13.0,29.0,2024-2025
Matheus França,Crystal Palace,55.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.3,0.3,0.0,0.3,6.0,3.0,0.04,0.7,0.7,6.0,7.0,4.0,6.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,17.0,7.0,0.0,0.0,20.0,1.0,3.0,2.0,0.0,1.25,2.0,0.0,1.1,0.4,3.33,0.93,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2024-2025
Matheus Nunes,Manchester City,1674.0,1.0,6.0,7.0,1.0,0.0,0.0,63.0,79.0,175.0,4.0,0.0,1.2,1.2,4.4,5.6,9.0,4.0,0.14,-0.2,-0.2,598.0,651.0,398.0,458.0,53.0,81.0,3.3,1.6,23.0,53.0,26.0,7.0,46.0,8.0,35.0,15.0,22.0,16.0,38.0,4.0,13.0,15.0,38.0,2.0,614.0,62.0,41.0,19.0,866.0,37.0,24.0,32.0,13.0,2.08,33.0,19.0,31.9,24.4,0.03,-0.26,30.0,20.0,6.0,0.0,1.0,0.0,70.0,14.0,19.0,2024-2025
Mathias Jensen,Brentford,862.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,61.0,27.0,2.0,0.0,0.2,0.2,1.7,1.9,6.0,1.0,0.04,-0.2,-0.2,170.0,193.0,133.0,172.0,49.0,90.0,1.7,0.3,16.0,42.0,19.0,3.0,41.0,5.0,14.0,6.0,10.0,8.0,16.0,4.0,11.0,8.0,13.0,2.0,207.0,9.0,17.0,9.0,300.0,12.0,0.0,9.0,7.0,1.71,20.0,17.0,17.3,16.0,0.1,0.06,7.0,10.0,0.0,0.0,0.0,0.0,48.0,8.0,5.0,2024-2025
Mathis Amougou,Chelsea,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.2,0.0,-0.55,1.43,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2024-2025
Mathys Tel,Tottenham,911.0,2.0,1.0,3.0,1.0,1.0,1.0,28.0,21.0,72.0,2.0,0.0,3.0,2.2,2.6,4.7,22.0,8.0,0.1,-1.0,-1.2,89.0,112.0,71.0,97.0,20.0,34.0,1.5,-1.6,14.0,12.0,14.0,4.0,28.0,2.0,16.0,5.0,6.0,5.0,13.0,1.0,7.0,2.0,8.0,2.0,217.0,40.0,53.0,15.0,266.0,23.0,11.0,28.0,15.0,0.77,10.0,20.0,14.6,17.2,-1.31,-0.18,14.0,16.0,1.0,1.0,0.0,0.0,38.0,4.0,7.0,2024-2025
Mats Wieffer,Brighton,1015.0,1.0,3.0,4.0,1.0,0.0,0.0,18.0,62.0,23.0,6.0,0.0,0.8,0.8,1.6,2.4,9.0,4.0,0.08,0.2,0.2,286.0,317.0,258.0,298.0,38.0,50.0,1.0,1.4,16.0,53.0,9.0,2.0,32.0,6.0,58.0,27.0,34.0,32.0,47.0,2.0,16.0,17.0,28.0,3.0,206.0,22.0,15.0,7.0,483.0,20.0,1.0,19.0,9.0,1.6,25.0,22.0,17.5,19.1,0.12,-0.36,23.0,10.0,1.0,1.0,1.0,0.0,68.0,32.0,25.0,2024-2025
Matt Doherty,Wolves,2109.0,2.0,1.0,3.0,2.0,0.0,0.0,29.0,79.0,41.0,6.0,0.0,1.0,1.0,1.5,2.6,10.0,3.0,0.1,1.0,1.0,435.0,483.0,514.0,591.0,115.0,186.0,1.2,-0.5,12.0,94.0,15.0,1.0,25.0,3.0,38.0,25.0,21.0,17.0,25.0,15.0,13.0,22.0,102.0,3.0,190.0,26.0,21.0,11.0,825.0,20.0,4.0,11.0,5.0,1.33,27.0,38.0,27.9,32.8,-0.19,0.44,18.0,11.0,2.0,0.0,0.0,1.0,106.0,56.0,21.0,2024-2025
Matt O'Riley,Brighton,938.0,2.0,2.0,4.0,1.0,1.0,1.0,22.0,38.0,52.0,1.0,0.0,2.8,2.0,2.4,4.4,21.0,6.0,0.1,-0.8,-1.0,161.0,182.0,108.0,133.0,30.0,63.0,2.0,-0.4,21.0,30.0,8.0,1.0,40.0,5.0,16.0,4.0,9.0,4.0,13.0,3.0,4.0,13.0,9.0,1.0,215.0,47.0,13.0,8.0,275.0,12.0,8.0,19.0,4.0,1.48,17.0,20.0,17.2,14.3,-0.65,0.23,16.0,13.0,2.0,1.0,0.0,1.0,29.0,5.0,8.0,2024-2025
Matt Targett,Newcastle Utd,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.0,10.0,4.0,4.0,1.0,1.0,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.3,0.3,3.76,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2024-2025
Matthijs de Ligt,Manchester Utd,2123.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,55.0,6.0,3.0,0.0,2.5,2.5,0.3,2.8,18.0,9.0,0.14,-0.5,-0.5,454.0,482.0,728.0,771.0,53.0,108.0,0.3,-0.3,6.0,63.0,2.0,1.0,14.0,1.0,30.0,17.0,22.0,23.0,32.0,21.0,8.0,33.0,96.0,0.0,56.0,29.0,4.0,2.0,1078.0,3.0,0.0,5.0,3.0,1.28,32.0,36.0,30.2,37.4,0.25,-0.72,16.0,12.0,2.0,0.0,2.0,0.0,68.0,58.0,29.0,2024-2025
Matty Cash,Aston Villa,2070.0,1.0,1.0,2.0,1.0,0.0,0.0,48.0,42.0,90.0,7.0,0.0,0.5,0.5,1.1,1.6,13.0,6.0,0.04,0.5,0.5,362.0,406.0,306.0,389.0,52.0,106.0,1.3,-0.1,10.0,39.0,10.0,5.0,25.0,4.0,56.0,29.0,32.0,31.0,43.0,8.0,14.0,23.0,70.0,2.0,304.0,42.0,40.0,19.0,595.0,38.0,4.0,20.0,10.0,1.78,35.0,22.0,31.5,28.4,0.97,-0.06,27.0,20.0,1.0,0.0,2.0,0.0,81.0,20.0,20.0,2024-2025
Matz Sels,Nott'ham Forest,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,,0.0,0.0,79.0,79.0,168.0,171.0,271.0,734.0,0.3,-0.4,2.0,45.0,4.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,528.0,1.0,1.0,0.0,0.0,1.71,58.0,46.0,45.5,48.9,,,1.0,10.0,0.0,0.0,1.0,0.0,17.0,15.0,2.0,2024-2025
Max Aarons,Bournemouth,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,21.0,25.0,24.0,29.0,4.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,15.0,0.0,2.0,0.0,41.0,0.0,0.0,1.0,0.0,0.67,2.0,0.0,2.3,0.3,1.82,1.75,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2024-2025
Max Kilman,West Ham,3348.0,0.0,1.0,1.0,0.0,0.0,0.0,31.0,113.0,6.0,5.0,0.0,1.6,1.6,1.2,2.8,13.0,2.0,0.13,-1.6,-1.6,546.0,594.0,990.0,1065.0,150.0,265.0,1.2,-0.2,16.0,109.0,4.0,0.0,32.0,5.0,39.0,16.0,24.0,23.0,27.0,40.0,18.0,38.0,212.0,6.0,113.0,32.0,22.0,16.0,1270.0,14.0,2.0,17.0,4.0,1.13,45.0,62.0,45.8,58.9,-1.71,-0.8,23.0,13.0,2.0,0.0,0.0,0.0,146.0,113.0,55.0,2024-2025
Maxence Lacroix,Crystal Palace,3116.0,1.0,1.0,2.0,1.0,0.0,0.0,8.0,65.0,7.0,5.0,0.0,3.4,3.4,1.0,4.4,30.0,5.0,0.11,-2.4,-2.4,316.0,370.0,748.0,826.0,136.0,249.0,1.0,0.0,8.0,71.0,4.0,2.0,28.0,4.0,68.0,52.0,41.0,32.0,47.0,22.0,26.0,54.0,207.0,2.0,85.0,45.0,14.0,8.0,1030.0,6.0,0.0,21.0,6.0,1.49,49.0,45.0,57.1,43.3,1.3,1.13,34.0,19.0,1.0,0.0,1.0,0.0,130.0,60.0,50.0,2024-2025
Maxwel Cornet,Southampton,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,0.16,-0.2,-0.2,9.0,10.0,6.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,13.0,2.0,1.0,0.0,16.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,0.2,1.7,-3.49,-0.49,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,2024-2025
Michael Golding,Leicester City,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.24,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-2025
Michael Kayode,Brentford,528.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,12.0,24.0,2.0,0.0,0.2,0.2,1.2,1.5,2.0,0.0,0.1,-0.2,-0.2,88.0,101.0,78.0,99.0,18.0,37.0,0.7,-0.2,8.0,12.0,3.0,2.0,19.0,3.0,17.0,12.0,11.0,9.0,13.0,0.0,3.0,7.0,19.0,0.0,97.0,13.0,18.0,9.0,144.0,7.0,3.0,13.0,3.0,1.83,15.0,5.0,11.6,6.5,1.74,0.92,8.0,3.0,0.0,0.0,0.0,0.0,34.0,9.0,4.0,2024-2025
Michael Keane,Everton,1049.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,14.0,3.0,5.0,0.0,0.6,0.6,0.1,0.7,10.0,4.0,0.06,2.4,2.4,96.0,108.0,146.0,160.0,67.0,89.0,0.0,-0.1,2.0,21.0,0.0,0.0,6.0,0.0,12.0,8.0,9.0,8.0,15.0,10.0,4.0,16.0,65.0,2.0,22.0,17.0,1.0,0.0,229.0,1.0,0.0,2.0,2.0,1.29,12.0,20.0,12.3,19.1,-0.91,-0.67,9.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,20.0,2024-2025
Michail Antonio,West Ham,836.0,1.0,1.0,2.0,1.0,0.0,0.0,29.0,18.0,59.0,1.0,0.0,2.2,2.2,1.6,3.8,19.0,4.0,0.12,-1.2,-1.2,52.0,72.0,37.0,62.0,22.0,31.0,0.9,-0.6,9.0,11.0,6.0,2.0,22.0,4.0,2.0,0.0,2.0,2.0,3.0,0.0,6.0,0.0,2.0,0.0,151.0,36.0,27.0,9.0,173.0,13.0,9.0,35.0,19.0,1.07,13.0,18.0,11.4,17.8,-0.16,-0.47,12.0,7.0,4.0,0.0,0.0,0.0,22.0,17.0,22.0,2024-2025
